rate_uuid,service_code,service_description,negotiated_rate,billing_code_type,billing_class,rate_type,organization_uuid,organization_name,organization_type,tin,provider_count,specialties,provider_types,zip_codes,state_codes,nppes_specialties,nppes_provider_types,primary_zip,primary_state,primary_specialty,primary_nppes_specialty,created_at,updated_at,rate_category,service_category
59eebd8f-8a84-52fa-a367-5d25b6e6a7c5,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,b8669678-2ae4-53c9-a21e-346256feadf0,Organization-823686098,Unknown,823686098,14.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.310654+00:00,2025-05-29 13:18:33.310654+00:00,$0-100,Surgery
ea910390-9ee3-5875-a511-356c0526ac7f,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,2b07811b-fa9d-50a6-83a2-534bdfd16aa4,Organization-611767335,Unknown,611767335,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.310721+00:00,2025-05-29 13:18:33.310721+00:00,$0-100,Surgery
879ff99c-c4bf-5b52-8412-eb240e016e80,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,7f040f47-60ff-53a4-bc8d-43017d9b26b7,Organization-721484930,Unknown,721484930,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.310948+00:00,2025-05-29 13:18:33.310948+00:00,$0-100,Surgery
ec0ad063-e521-5580-9555-8aa95a458f87,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,6de96140-001f-5eb4-bbb5-f94feb9a431c,Organization-720423889,Unknown,720423889,383.0,[''],['Individual'],[],[],"['Radiology, Diagnostic Radiology'
 'Internal Medicine, Interventional Cardiology']",['Individual'],,,,"Radiology, Diagnostic Radiology",2025-05-29 13:18:33.311027+00:00,2025-05-29 13:18:33.311028+00:00,$0-100,Surgery
fa4f02a4-1541-5a0c-91f5-1b7a9ab821b1,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,531fc07e-f079-5505-b533-1a63c77e70f8,Organization-721418764,Unknown,721418764,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.311113+00:00,2025-05-29 13:18:33.311114+00:00,$0-100,Surgery
af57bc13-8a18-5883-8b22-0c12b3f7c4de,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,51161924-69ca-5055-84c7-e7e624307070,Organization-720578642,Unknown,720578642,19.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.311194+00:00,2025-05-29 13:18:33.311195+00:00,$0-100,Surgery
b745c21e-9477-5d84-867e-8f3eb398ddbb,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,27d90c5c-353c-5739-96b5-1f085a48cf44,Organization-384089979,Unknown,384089979,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.311280+00:00,2025-05-29 13:18:33.311281+00:00,$0-100,Surgery
f567e1c9-6361-57d3-adbb-eb20887ed720,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,452d20a4-db4a-5239-9f88-c6b2bdabbca0,Organization-721466002,Unknown,721466002,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.311360+00:00,2025-05-29 13:18:33.311360+00:00,$0-100,Surgery
566440d5-9cd2-5f30-b421-d6a657b71ece,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,b55ba692-f3d1-5bf8-9bba-277634b0722b,Organization-851546469,Unknown,851546469,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.311440+00:00,2025-05-29 13:18:33.311440+00:00,$0-100,Surgery
37dbc86d-77e7-5f09-95be-91f02ad836cf,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",71.18,CPT,professional,negotiated,293dd4ae-5b08-5358-abd7-4a3771a0f3f9,Organization-861588642,Unknown,861588642,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.311594+00:00,2025-05-29 13:18:33.311594+00:00,$0-100,Surgery
c1a13672-26bf-58dd-8adb-ef9e4fd374cb,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,d498bbc5-e2b1-5c38-b872-028488541052,Organization-720478620,Unknown,720478620,163.0,[''],['Individual'],[],[],"['Family Medicine' 'Internal Medicine, Clinical Cardiac Electrophysiology'
 'Nurse Practitioner, Gerontology']",['Individual'],,,,Family Medicine,2025-05-29 13:18:33.311694+00:00,2025-05-29 13:18:33.311695+00:00,$100-500,Surgery
22fad177-6a53-5825-ab71-e132579ce716,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,a42b212c-5d9c-5966-bf5d-e4238e5368ba,Organization-721209527,Unknown,721209527,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312071+00:00,2025-05-29 13:18:33.312071+00:00,$100-500,Surgery
9f10cb27-f8ee-5507-ab0a-cc6a014709db,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,a41d361c-314c-577f-8f26-508f601eaf55,Organization-472690442,Unknown,472690442,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312160+00:00,2025-05-29 13:18:33.312160+00:00,$100-500,Surgery
b01edafd-361a-50e9-aab6-e599fbd38d28,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,3e0b1237-3612-55c3-afb5-1d68620665c9,Organization-264542141,Unknown,264542141,30.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312231+00:00,2025-05-29 13:18:33.312231+00:00,$100-500,Surgery
c4ee5a61-dd3d-5026-9c57-a2f7dc40240f,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,e78e925e-d690-5609-866a-f6a524017d7c,Organization-721300680,Unknown,721300680,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312433+00:00,2025-05-29 13:18:33.312434+00:00,$100-500,Surgery
ff87e621-5ab9-5c04-aede-e448c9855703,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,596653cf-cb58-5dd6-896e-8b772c320c94,Organization-454406602,Unknown,454406602,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312517+00:00,2025-05-29 13:18:33.312517+00:00,$100-500,Surgery
d10f746a-71b6-5ec8-9fff-1622656245db,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,0a409039-5b44-5e60-9ebb-e16a983e0a92,Organization-853028909,Unknown,853028909,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312588+00:00,2025-05-29 13:18:33.312589+00:00,$100-500,Surgery
47aebaa4-be41-5584-96d0-61f7747f6dec,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,e5459f16-3611-5846-bae5-c2d67d5c9c27,Organization-203910769,Unknown,203910769,168.0,[''],['Individual'],[],[],"['Nurse Practitioner, Acute Care']",['Individual'],,,,"Nurse Practitioner, Acute Care",2025-05-29 13:18:33.312657+00:00,2025-05-29 13:18:33.312658+00:00,$100-500,Surgery
c8e59ac0-9f48-52bb-bac0-699343a3e369,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,d8d2ea9e-098b-509c-aabf-9e071ce93fbc,Organization-852360664,Unknown,852360664,20.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312742+00:00,2025-05-29 13:18:33.312743+00:00,$100-500,Surgery
9e9efd4b-43b0-5ead-b75c-afa2b7649a0a,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,9060ea1d-b631-52f6-a1a0-700fcdbf460d,Organization-720683078,Unknown,720683078,24.0,[''],['Individual'],[],[],"['Internal Medicine, Gastroenterology']",['Individual'],,,,"Internal Medicine, Gastroenterology",2025-05-29 13:18:33.312811+00:00,2025-05-29 13:18:33.312811+00:00,$100-500,Surgery
ea21684b-4055-5d03-b5cd-667f1436ffeb,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,921def92-d0ba-5a30-8d09-1c456b2594ff,Organization-853461578,Unknown,853461578,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312913+00:00,2025-05-29 13:18:33.312913+00:00,$100-500,Surgery
b0bce413-dbb9-50c5-9363-ef6a8f5d2482,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,5d484947-4d2e-51de-97a4-f1c7f917f966,Organization-300951534,Unknown,300951534,60.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.312987+00:00,2025-05-29 13:18:33.312987+00:00,$100-500,Surgery
4fc4abd4-c3e8-5516-8b0c-091bf12c7278,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,3a182c32-33de-5d9c-b8ca-3150b11b9b9c,Organization-721269878,Unknown,721269878,149.0,[''],['Individual'],[],[],"['Obstetrics & Gynecology' 'Internal Medicine'
 'Internal Medicine, Pulmonary Disease']",['Individual'],,,,Obstetrics & Gynecology,2025-05-29 13:18:33.313145+00:00,2025-05-29 13:18:33.313145+00:00,$100-500,Surgery
5b0f60e2-40ce-5169-9e4c-006ce2d083e6,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,d88bcce3-6459-5644-9600-f11bafa44712,Organization-726000821,Unknown,726000821,47.0,[''],['Individual'],[],[],"['Psychiatry & Neurology, Neurology with Special Qualifications in Child Neurology']",['Individual'],,,,"Psychiatry & Neurology, Neurology with Special Qualifications in Child Neurology",2025-05-29 13:18:33.313213+00:00,2025-05-29 13:18:33.313213+00:00,$100-500,Surgery
770d14c4-fe50-58e8-a2b0-4b6093cf1ed5,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,8a7eb1fd-02c1-5922-81db-0b4b14a11853,Organization-300876536,Unknown,300876536,61.0,[''],['Individual'],[],[],"['Nurse Practitioner, Family']",['Individual'],,,,"Nurse Practitioner, Family",2025-05-29 13:18:33.313294+00:00,2025-05-29 13:18:33.313294+00:00,$100-500,Surgery
4974d274-ec92-5e3a-afc6-f4974093e8d8,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,cae5b03a-bb4d-541e-86e8-da81f6fcccef,Organization-843755134,Unknown,843755134,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.313362+00:00,2025-05-29 13:18:33.313362+00:00,$100-500,Surgery
72c19feb-921f-57fe-a585-7a9a900acebe,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,1de3e8cd-bf60-5654-a4d2-5f7c90291bba,Organization-721319547,Unknown,721319547,7.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.313486+00:00,2025-05-29 13:18:33.313487+00:00,$100-500,Surgery
045c5a13-3562-53fe-91cc-56cf8a4f5255,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,eef1f8e3-363a-5377-ae22-905e1326ede9,Organization-251925187,Unknown,251925187,88.0,[''],['Individual'],[],[],['Physician Assistant'],['Individual'],,,,Physician Assistant,2025-05-29 13:18:33.313609+00:00,2025-05-29 13:18:33.313610+00:00,$100-500,Surgery
ebceaf8b-46a5-57cb-b63c-0eb5acfb11e2,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,8b4280dd-80ad-5424-ae7a-2b9df055eed6,Organization-264677203,Unknown,264677203,6.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.313679+00:00,2025-05-29 13:18:33.313679+00:00,$100-500,Surgery
4b647e3a-68fa-5153-aca5-c0a2df2ff75c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,207a823f-9c00-5f66-a58b-47399854b1d8,Organization-463400116,Unknown,463400116,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.313772+00:00,2025-05-29 13:18:33.313773+00:00,$100-500,Surgery
0c77572d-9c0f-59f4-b056-b9f0c716822d,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,dbb469ef-89f9-5e58-9efc-1ec4682637f4,Organization-474013731,Unknown,474013731,31.0,[''],['Individual'],[],[],"['Nurse Practitioner, Family']",['Individual'],,,,"Nurse Practitioner, Family",2025-05-29 13:18:33.313858+00:00,2025-05-29 13:18:33.313858+00:00,$100-500,Surgery
4a44e29f-0333-5d7e-a0b5-9a1433a9bdb2,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,d46268e7-48ed-54d1-8850-1d6e5fb0f63b,Organization-922740683,Unknown,922740683,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.313989+00:00,2025-05-29 13:18:33.313989+00:00,$100-500,Surgery
471c2d21-5a37-5d42-9e07-5fc9c307cabb,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,909efc05-42ee-569f-8c96-91290cdaa164,Organization-720551963,Unknown,720551963,7.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314037+00:00,2025-05-29 13:18:33.314037+00:00,$100-500,Surgery
3edf84ff-c0d2-5f68-b791-c6e88d698541,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,22bf1851-e633-5929-b35c-a440153bbc6d,Organization-208613662,Unknown,208613662,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314134+00:00,2025-05-29 13:18:33.314134+00:00,$100-500,Surgery
f1ae9ee0-aef9-5091-9f91-bed6097cfd9c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,9bf6cee0-6ec0-5765-8e3e-55f218c146bc,Organization-720594537,Unknown,720594537,17.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314198+00:00,2025-05-29 13:18:33.314199+00:00,$100-500,Surgery
48e74d2f-7bb9-5e65-b7a9-39cce7fcb650,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,f30b4a83-a74d-5310-8b39-0d7dd87a3cb8,Organization-464568405,Unknown,464568405,143.0,[''],['Individual'],[],[],['Internal Medicine'],['Individual'],,,,Internal Medicine,2025-05-29 13:18:33.314292+00:00,2025-05-29 13:18:33.314293+00:00,$100-500,Surgery
7b42a115-ccc3-5df3-9df3-a9cd39e6be3c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,3e0e5936-b5ab-593b-baaa-71e9578486d7,Organization-203278979,Unknown,203278979,8.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314339+00:00,2025-05-29 13:18:33.314340+00:00,$100-500,Surgery
be9d78b2-bb6a-5d0c-a8e5-2cbb42992c9c,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,2fe24b4b-4640-5bdf-b228-1c04185d7a96,Organization-473935831,Unknown,473935831,24.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314415+00:00,2025-05-29 13:18:33.314416+00:00,$100-500,Surgery
e4557deb-a9ab-5d1d-97fe-cc371a4feab9,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,b00f54fa-cbb8-5522-83ee-ae3619af234e,Organization-271618580,Unknown,271618580,7.0,[''],['Individual'],[],[],['Physician Assistant'],['Individual'],,,,Physician Assistant,2025-05-29 13:18:33.314453+00:00,2025-05-29 13:18:33.314453+00:00,$100-500,Surgery
55cc7348-d91e-5e71-ba7b-f97810165430,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,9ec8209e-30a4-5a86-ab65-a09547e7f2d9,Organization-261428333,Unknown,261428333,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314539+00:00,2025-05-29 13:18:33.314539+00:00,$100-500,Surgery
cec1f71e-3035-5556-9e27-a1d9eee9cefc,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,ac250fd0-9a2e-59c5-859e-ca006f3eeb99,Organization-850959548,Unknown,850959548,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314595+00:00,2025-05-29 13:18:33.314595+00:00,$100-500,Surgery
d37687e4-98f4-59d8-b534-98ec3a290a19,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,eef42b38-fd3f-5547-926b-627916008241,Organization-352463092,Unknown,352463092,51.0,[''],['Individual'],[],[],"['Clinic/Center, Urgent Care' 'Physician Assistant']",['Organization' 'Individual'],,,,"Clinic/Center, Urgent Care",2025-05-29 13:18:33.314639+00:00,2025-05-29 13:18:33.314640+00:00,$100-500,Surgery
3c641ff9-9921-5ec1-a6c7-f8c6613580e6,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,25204b09-3ec0-52a1-aaf2-9730bd87938f,Organization-461116776,Unknown,461116776,42.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.314757+00:00,2025-05-29 13:18:33.314757+00:00,$100-500,Surgery
cc924442-f400-59aa-b0ac-ae3037d7a7e9,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,94b96ea1-f12d-5005-8abc-e84e226d476f,Organization-201367299,Unknown,201367299,77.0,[''],['Individual'],[],[],['Nurse Practitioner'],['Individual'],,,,Nurse Practitioner,2025-05-29 13:18:33.314828+00:00,2025-05-29 13:18:33.314828+00:00,$100-500,Surgery
cc29ce81-880d-5ca7-bc29-75eaf826b834,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,ef449be9-083d-50a9-8825-a79eef9f6c28,Organization-461298435,Unknown,461298435,7.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315009+00:00,2025-05-29 13:18:33.315009+00:00,$100-500,Surgery
6386b6b2-2ca1-5412-b126-c0cb56153de8,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,80a974b1-618d-509f-b8e1-ae4e35a68c51,Organization-721501844,Unknown,721501844,2.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315051+00:00,2025-05-29 13:18:33.315051+00:00,$100-500,Surgery
f158dfb0-9fc4-5484-a9ba-c321265a0b7d,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,a4abdea2-2327-5a67-a826-88de92bfecf3,Organization-721492956,Unknown,721492956,5.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315093+00:00,2025-05-29 13:18:33.315093+00:00,$100-500,Surgery
a7c744f4-4485-52bb-890f-478a308a44b4,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,6164809e-daa0-5779-a3c2-6236c42f1e1a,Organization-203161166,Unknown,203161166,18.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315157+00:00,2025-05-29 13:18:33.315157+00:00,$100-500,Surgery
8c5fc10f-8795-5afb-a1ce-4ec24ffd86d0,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,c38600f3-1e81-597f-b012-07f30b56af0f,Organization-203963630,Unknown,203963630,3.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315193+00:00,2025-05-29 13:18:33.315193+00:00,$100-500,Surgery
6d430597-0b35-55cf-a6d4-4563be925281,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,5d84128c-f55f-5a6b-abf1-8fc9b17d078f,Organization-870969461,Unknown,870969461,11.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315230+00:00,2025-05-29 13:18:33.315231+00:00,$100-500,Surgery
e77d9ba5-7e39-5665-bcd9-0c473c0946c7,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,5b7bf36b-32c5-5d80-86c6-cfc30a35d1e3,Organization-911939739,Unknown,911939739,13.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315282+00:00,2025-05-29 13:18:33.315282+00:00,$100-500,Surgery
f1d7218f-674c-58d6-9a34-e2416122d51d,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,0117adbc-f36d-5972-b7f6-da9e57aea754,Organization-261242934,Unknown,261242934,10.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315324+00:00,2025-05-29 13:18:33.315324+00:00,$100-500,Surgery
92fd6b7a-8443-5db0-bb1b-0c7ecbe4a49a,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,7484d457-4265-5877-b174-2a6841032075,Organization-721474229,Unknown,721474229,24.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315441+00:00,2025-05-29 13:18:33.315442+00:00,$100-500,Surgery
64373beb-c0d4-50aa-8915-df50c855a54f,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,452d290f-36a1-564c-a9fa-f678c4d17d52,Organization-263579168,Unknown,263579168,1.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315573+00:00,2025-05-29 13:18:33.315573+00:00,$100-500,Surgery
5da45e65-7f8d-5721-851e-40101608c8c4,20610,"ARTHROCENTESIS, ASPIRATION AND/OR INJECTION, MAJ JOINT OR BURSA (EG, SHOULDER, HIP, KNEE, SUBACROMIA",106.78,CPT,professional,negotiated,822a7570-b314-5173-8713-ce4d9240be96,Organization-721439481,Unknown,721439481,74.0,[''],['Individual'],[],[],[],[],,,,,2025-05-29 13:18:33.315621+00:00,2025-05-29 13:18:33.315621+00:00,$100-500,Surgery
